playerID,MVP,Gold_Glove,Cy_Young_Award,All_Star_Game,Batting_Seasons_Number,Batting_LastSeason,Batting_Games,Batting_At_Bats,Batting_Runs,Batting_Hits,Batting_Doubles,Batting_Triples,Batting_Homeruns,Batting_Runs_Batted_In,Batting_Stolen_Bases,Batting_Caught_Steading,Batting_Base_on_Balls,Batting_Intentional_walks,Batting_Hit_by_pitch,Batting_Sacrifice_hits,Batting_Grounded_into_double_plays,Pitching_Wins,Pitching_Games,Pitching_Shutouts,Pitching_Saves,Pitching_Outs_Pitched,Pitching_Earned_Runs,Pitching_Strikeouts,Pitching_ERA,Pitching_HBP,Pitching_BK,Pitching_BFP,Pitching_GF,Pitching_R,inducted
perryga01,0,0,2,5,22,1983,787,1076,48,141,17,0,6,47,0,0,22,0,6,113,20,314,777,53,11,16051,1846,3534,84.9000004529953,108,6,21953,33,2128,Y
perryji01,0,0,1,1,17,1975,635,889,73,177,22,3,5,59,0,1,32,0,3,51,19,215,630,32,10,9857,1258,1576,69.77999997138977,80,3,13732,64,1407,N
peskyjo01,0,0,0,1,10,1954,1270,4745,867,1455,226,50,17,404,53,49,662,0,25,83,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
petrori01,0,0,0,2,13,1976,1553,5390,653,1352,237,22,210,773,10,22,661,61,26,36,127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
phillde01,0,0,0,NULL,13,1911,377,980,96,185,23,6,3,90,4,0,49,0,11,24,0,189,372,27,12,7821,749,929,46.579999923706055,60,6,8016,71,1077,N
phillto02,0,0,0,NULL,18,1999,2161,7617,1300,2023,360,50,160,819,177,114,1319,44,42,69,127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
piazzmi01,0,0,0,11,16,2007,1912,6911,1048,2127,344,8,427,1335,17,20,759,146,30,0,229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
piercbi02,0,0,0,4,18,1964,616,1102,94,203,13,4,0,69,1,2,65,0,4,83,24,211,585,38,32,9920,1201,1999,60.02999997138977,30,10,13853,84,1325,N
pikeli01,0,0,0,NULL,10,1887,425,1983,433,637,119,53,20,332,47,15,49,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pinielo01,0,0,0,1,18,1984,1747,5867,651,1705,305,41,102,766,32,41,368,82,31,35,209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pinsova01,0,1,0,3,18,1975,2469,9645,1366,2757,485,127,256,1170,305,122,574,69,54,52,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pippwa01,0,0,0,NULL,15,1928,1872,6914,974,1941,311,148,90,998,125,60,596,0,38,272,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pizarju01,0,0,0,1,18,1974,496,658,72,133,18,2,8,66,1,1,32,1,1,24,14,131,488,17,28,6103,776,1522,88.64999997615814,41,2,8690,120,890,N
planked01,0,0,0,NULL,17,1917,630,1607,130,331,39,7,3,122,13,1,71,0,24,76,0,326,623,69,23,13487,1174,2246,39.799999713897705,196,6,18225,74,1569,Y
plesada01,0,0,0,3,18,2003,1064,15,0,1,0,0,0,0,0,0,0,0,0,0,1,65,1064,0,158,3216,433,1041,75.55999970436096,17,10,4539,422,478,N
podrejo01,0,0,0,2,15,1969,462,762,61,145,19,1,2,50,1,2,32,0,4,43,14,148,440,24,11,6795,925,1435,68.99999928474426,28,8,9571,46,1026,N
portebo01,0,0,0,1,12,1959,322,516,34,95,15,1,6,43,1,0,20,0,4,25,14,87,318,23,8,4703,660,572,84.11999917030334,14,3,6646,45,732,N
porteda02,0,0,0,3,17,1987,1782,5539,765,1369,237,48,188,826,39,37,905,106,45,18,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
posadjo01,0,0,0,5,17,2011,1829,6092,900,1664,379,10,275,1065,20,21,936,78,74,1,186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
powelbo01,1,0,0,3,17,1977,2042,6681,889,1776,270,11,339,1187,20,21,1001,140,29,27,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
powervi01,0,7,0,5,12,1965,1627,6046,765,1716,290,49,126,658,45,35,279,26,15,73,145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pruethu01,0,0,0,NULL,7,1932,211,212,9,36,5,1,0,12,0,1,21,0,0,17,0,29,211,1,13,2235,383,357,31.72000026702881,37,0,3395,79,468,N
puckeki01,0,6,0,10,12,1995,1783,7244,1071,2304,414,57,207,1085,134,76,450,85,56,23,188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
puhlte01,0,0,0,0,15,1991,1531,4855,676,1361,226,56,62,435,217,99,505,49,26,57,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
quinnja01,0,0,0,NULL,23,1933,771,1349,90,248,38,7,8,113,5,0,89,0,3,71,0,247,756,28,57,11761,1433,1329,81.05000019073486,94,5,16493,216,1835,N
quiseda01,0,0,0,2,12,1990,674,6,0,1,0,0,0,1,0,0,1,0,0,0,0,56,674,0,244,3130,320,379,48.86999988555908,7,5,4247,553,356,N
radboch01,0,0,0,NULL,12,1891,653,2487,308,585,64,11,9,259,26,0,158,0,9,0,0,309,528,35,2,13606,1348,1830,31.800000071525574,54,0,18910,24,2275,Y
raderdo02,0,5,0,NULL,11,1977,1465,5186,631,1302,245,39,155,722,37,33,528,51,40,27,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
radkebr01,0,0,0,1,12,2006,378,29,0,3,0,0,0,0,0,0,0,0,0,5,0,148,378,10,0,7353,1150,1467,51.139999866485596,62,3,10244,0,1233,N
raineti01,0,0,0,7,23,2002,2502,8872,1571,2605,430,113,170,980,808,146,1330,148,42,39,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
ramirma02,0,0,0,9,19,2011,2302,8244,1544,2574,547,20,555,1831,38,33,1329,216,109,2,243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
ramospe01,0,0,0,0,15,1970,696,703,76,109,9,3,15,56,2,2,22,0,2,41,5,117,582,13,55,7067,1068,1305,77.19999957084656,68,7,10048,182,1210,N
randowi01,0,0,0,5,18,1992,2202,8018,1239,2210,316,65,54,687,271,94,1243,37,38,99,218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
raschvi01,0,0,0,4,10,1955,269,608,45,112,15,1,1,50,0,0,47,0,0,63,17,132,269,26,3,5457,752,944,60.12000012397766,26,8,7675,5,828,N
rayji01,0,0,0,NULL,9,1974,309,117,4,16,0,0,0,6,0,1,2,0,1,7,5,43,308,0,25,1853,247,407,35.71999955177307,12,3,2614,115,271,N
rayjo01,0,0,0,1,10,1990,1353,5188,604,1502,294,36,53,594,80,49,353,39,12,48,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
raymobu01,0,0,0,NULL,6,1911,136,263,12,42,4,3,0,14,1,0,16,0,1,12,0,45,136,9,2,2564,236,401,16.359999775886536,33,0,3398,27,360,N
reardje01,0,0,0,2,16,1994,880,57,0,5,1,0,0,2,0,0,1,0,0,7,0,73,880,0,367,3397,397,877,59.290000557899475,27,4,4720,695,426,N
reesepe01,0,0,0,8,16,1958,2166,8058,1338,2170,330,80,126,885,232,45,1210,3,26,157,176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
reeseri01,0,0,0,NULL,10,1973,866,2020,248,512,73,17,52,245,16,15,158,22,20,11,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
reichri01,0,0,0,NULL,11,1974,997,3307,391,864,109,24,116,445,40,41,263,20,66,25,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
reisepe01,0,0,0,2,10,1952,861,2662,473,786,155,41,58,368,87,3,343,0,20,28,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
remseja01,0,0,0,NULL,10,1884,578,2352,366,574,69,39,8,199,14,7,71,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
remyje01,0,0,0,0,10,1984,1154,4455,605,1226,140,38,7,329,208,99,356,10,4,116,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
renteed01,0,2,0,5,16,2011,2152,8142,1200,2327,436,29,140,923,294,108,718,42,31,99,241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
reuscri01,0,2,0,3,19,1991,579,1115,82,187,35,4,4,79,3,5,46,0,3,135,11,214,557,26,5,10645,1330,2015,73.38000059127808,88,10,14888,16,1494,N
reussje01,0,0,0,2,22,1990,631,1024,71,171,24,1,1,58,1,0,69,0,1,99,15,220,628,39,11,11009,1483,1907,97.26000022888184,59,23,15582,41,1700,N
reynoal01,0,0,0,2,13,1954,475,857,56,140,19,4,1,79,1,0,61,0,5,58,28,182,434,36,49,7477,915,1423,39.920000076293945,57,6,10660,97,1026,N
reynosh01,0,0,0,0,13,2004,306,546,34,77,15,0,5,43,0,0,14,0,2,97,7,114,305,7,0,5375,814,1403,54.04000002145767,41,8,7610,5,895,N
rhodear01,0,0,0,0,20,2011,903,6,0,1,0,0,0,0,0,0,0,0,0,0,0,87,900,3,33,3563,538,1152,88.54000014066696,16,3,5007,161,560,N
rhoderi01,0,0,0,1,16,1989,427,761,58,181,38,0,9,75,0,1,17,0,0,47,20,151,413,17,1,7781,1036,1419,60.0799994468689,39,31,10900,14,1143,N
ricede01,0,0,0,0,17,1961,1309,3826,342,908,177,20,79,441,2,3,382,23,34,63,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
riceji01,1,0,0,7,16,1989,2089,8225,1249,2452,373,79,382,1451,58,34,670,77,64,5,315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
ricesa01,0,0,0,NULL,20,1934,2404,9269,1514,2987,498,184,34,1078,351,143,708,0,56,213,0,1,9,0,0,118,11,12,4.950000047683716,0,0,156,4,18,Y
richabo01,0,5,0,6,12,1966,1412,5386,643,1432,196,37,34,390,73,48,262,20,7,98,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
richaha01,0,0,0,NULL,14,1892,1331,5642,1120,1688,303,126,70,822,205,0,377,0,10,0,0,3,5,0,0,48,7,6,6.75,0,0,83,5,10,N
richajr01,0,0,0,1,10,1980,239,552,39,93,10,3,10,50,2,2,4,0,2,41,11,107,238,19,0,4818,562,1493,42.93999969959259,17,14,6674,3,625,N
richepe01,0,0,0,2,13,1974,446,297,21,43,5,1,1,15,2,1,9,0,1,23,0,80,429,3,51,3497,413,925,47.25999999046326,16,5,4817,161,463,N
richmle01,0,0,0,NULL,6,1886,251,1018,169,262,29,20,3,113,0,0,46,0,0,0,0,75,191,8,3,4749,538,552,22.610000133514404,2,1,6821,13,1018,N
righeda01,0,0,0,2,16,1995,718,11,0,2,0,0,0,1,0,0,0,0,0,5,0,82,718,2,252,4211,540,1112,75.8899986743927,21,19,5988,474,602,N
rijojo01,0,0,0,0,14,2002,377,445,25,85,13,0,2,29,2,1,8,0,0,58,4,116,376,4,3,5640,676,1606,48.830000162124634,28,28,7867,43,772,N
ringji01,0,0,0,NULL,12,1928,391,817,59,120,23,1,4,57,2,1,17,0,3,40,0,118,389,9,11,7063,1079,835,51.59999990463257,30,7,10295,55,1326,N
ripkeca01,2,2,0,18,21,2001,3001,11551,1647,3184,603,44,431,1695,36,39,1129,107,66,10,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
ritchcl01,0,0,0,NULL,13,1909,1671,5919,708,1618,215,68,18,673,155,0,607,0,72,224,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
rivermi01,0,0,0,1,15,1984,1468,5629,785,1660,247,71,61,499,267,90,266,20,22,75,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
rixeyep01,0,0,0,NULL,21,1933,694,1522,95,291,33,4,3,111,2,2,49,0,9,87,2,266,692,37,14,13484,1572,1350,67.99000012874603,76,10,18754,97,1986,Y
rizzuph01,1,0,0,4,13,1956,1661,5816,877,1588,239,62,38,563,149,58,651,1,49,193,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
roberda01,0,0,0,NULL,9,1922,804,2830,366,812,117,44,47,364,94,57,113,0,15,76,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
roberro01,0,0,0,5,19,1966,688,1525,107,255,55,10,5,103,3,1,135,0,8,108,37,286,676,45,25,14066,1774,2357,74.66999971866608,54,3,19174,49,1962,Y
robinbi02,0,0,0,NULL,16,1983,1472,4364,536,1127,229,29,166,641,71,49,263,49,16,37,128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
robinbr01,1,16,0,18,23,1977,2896,10654,1232,2848,482,68,268,1357,28,22,860,120,53,101,297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
robinfr02,2,1,0,11,21,1976,2808,10006,1829,2943,528,72,586,1812,204,77,1420,218,198,17,269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
robinja02,1,0,0,6,10,1956,1382,4877,947,1518,273,54,137,734,197,30,740,7,72,104,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
robinwi01,0,0,0,NULL,17,1902,1371,5075,637,1388,212,51,18,722,196,0,286,0,27,31,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
rodriiv01,1,13,0,14,21,2011,2543,9592,1354,2844,572,51,311,1332,127,64,513,67,58,31,337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
roepr01,0,0,0,1,12,1954,333,620,37,68,3,0,1,28,0,0,38,0,0,63,7,127,333,17,10,5743,730,956,54.109999656677246,17,1,7904,42,799,N
roganbu99,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
rogerke01,0,5,0,3,20,2008,763,66,5,9,1,1,0,4,1,0,4,0,0,5,1,219,762,9,28,9908,1568,1968,89.68000078201294,127,23,14280,133,1739,N
rogerst01,0,0,0,3,13,1985,406,881,47,122,8,2,0,39,1,2,61,0,1,101,10,158,399,37,2,8513,1001,1621,43.09999966621399,43,8,11702,3,1122,N
rojasco01,0,0,0,4,16,1977,1822,6309,714,1660,254,25,54,593,74,68,396,30,20,87,181,0,1,0,0,3,0,0,0,0,0,5,1,0,N
rolfere01,0,0,0,2,10,1942,1175,4827,942,1394,257,67,69,497,44,20,526,0,10,42,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
rommeed01,0,0,0,NULL,13,1932,507,826,80,164,23,6,1,59,1,3,62,0,0,70,0,171,500,18,29,7669,1006,599,47.09000039100647,31,5,10873,182,1213,N
rootch01,0,0,0,NULL,17,1941,632,1086,86,196,46,7,11,93,1,0,44,0,7,54,9,201,632,21,40,9592,1274,1459,64.34999990463257,79,3,13529,185,1467,N
rosepe01,1,2,0,16,24,1986,3562,14053,2165,4256,746,135,160,1314,198,149,1566,167,107,56,247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
roushed01,0,0,0,NULL,18,1931,1967,7363,1099,2376,339,182,68,981,268,92,484,0,53,256,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
rowesc01,0,0,0,2,15,1949,491,909,116,239,36,9,18,153,3,2,86,0,2,25,12,158,382,22,12,6658,955,913,63.05000042915344,27,5,9398,74,1075,N
ruckena01,0,0,0,NULL,10,1916,336,805,44,157,10,6,1,44,2,0,22,0,0,31,0,134,336,38,14,7126,639,1217,24.25,73,2,9625,60,817,N
rudijo01,0,3,0,3,16,1982,1547,5556,684,1468,287,39,179,810,25,15,369,59,35,65,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
rudoldi01,0,0,0,NULL,13,1927,284,698,46,131,14,6,2,56,9,1,53,0,3,30,0,121,279,27,8,6147,605,786,47.269999980926514,27,3,8290,36,778,N
ruelmu01,0,0,0,NULL,19,1934,1468,4514,494,1242,187,29,4,534,61,59,606,0,29,143,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
rueteki01,0,0,0,NULL,13,2005,349,622,44,95,9,0,0,40,1,1,27,0,0,86,9,130,340,1,0,5754,911,818,57.68000018596649,25,0,8210,1,1004,N
ruffire01,0,0,0,3,22,1947,882,1937,207,521,98,13,36,273,1,1,97,0,6,43,13,273,624,45,16,13032,1833,1987,92.41000032424927,58,7,18579,71,2117,N
rusieam01,0,0,0,NULL,10,1901,487,1730,209,428,42,29,8,176,25,0,27,0,6,0,0,245,462,30,5,11309,1287,1934,37.21000027656555,29,1,1060,35,2066,Y
russebi01,0,0,0,3,18,1986,2181,7318,796,1926,293,57,46,627,167,69,483,106,36,132,174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
russeje01,0,0,0,2,14,1996,591,79,3,11,3,0,1,10,0,0,5,0,0,7,1,56,589,2,186,3299,458,693,57.16000044345856,28,12,4694,340,525,N
ruthba01,1,0,0,2,22,1935,2503,8398,2174,2873,506,136,714,2217,123,117,2062,0,43,113,2,94,163,17,4,3664,309,488,36.80000019073486,29,4,5006,11,398,Y
ryanmi02,0,0,0,NULL,11,1974,636,1920,146,370,60,12,28,161,4,4,152,23,4,11,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
ryanno01,0,0,0,5,27,1993,807,852,40,94,10,2,2,36,3,3,38,0,0,65,11,324,807,61,3,16158,1911,5714,99.74000000953674,158,33,22575,13,2178,Y
saberbr01,0,1,2,2,16,2001,403,190,13,23,4,0,0,1,0,0,13,0,0,24,1,167,399,16,1,7688,952,1715,64.80999994277954,59,12,10421,13,1036,N
sadecra01,0,0,0,NULL,18,1977,587,789,59,151,21,4,5,56,0,1,27,0,1,54,7,135,563,20,7,7502,1051,1614,81.09000062942505,41,6,10694,75,1206,N
sainjo01,0,0,0,2,11,1955,433,774,69,190,28,4,3,101,0,0,24,0,2,56,25,139,412,16,51,6377,824,910,51.140000104904175,30,8,8998,124,947,N
salmoti01,0,0,0,NULL,14,2006,1672,5934,986,1674,339,24,299,1016,48,42,970,45,67,0,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
samueju01,0,0,0,2,16,1998,1720,6081,873,1578,287,102,161,703,396,143,440,38,74,27,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
sanchfr01,0,0,0,2,10,2011,904,3402,434,1012,215,17,48,371,13,9,180,18,32,35,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
sandbry01,1,9,0,10,16,1997,2164,8385,1318,2386,403,76,282,1061,344,107,761,59,34,31,139,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
sandere02,0,0,0,1,17,2007,1777,6241,1037,1666,341,60,305,983,304,115,674,49,71,14,121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
sandesc02,0,0,0,NULL,7,1999,236,129,4,25,6,0,0,8,1,0,5,0,0,20,0,34,235,1,5,2045,368,632,55.71000099182129,14,4,2976,47,399,N
sanguma01,0,0,0,1,13,1980,1448,5062,566,1500,205,57,65,585,35,38,223,96,23,28,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
santibe01,0,3,0,4,20,2005,1978,6951,755,1830,323,41,217,920,91,69,430,52,38,26,205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
santolo99,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
santoro01,0,5,0,8,15,1974,2243,8143,1138,2254,365,67,342,1331,35,41,1108,94,38,13,256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
sauerha01,1,0,0,2,15,1959,1399,4796,709,1278,200,19,288,876,11,4,561,7,34,9,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
saxst01,0,0,0,5,14,1994,1769,6940,913,1949,278,47,54,550,444,178,556,47,24,75,146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
schaapa01,0,0,0,NULL,11,1974,1128,3555,436,869,132,26,57,323,43,38,516,21,22,26,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
schacal01,0,0,0,NULL,3,1921,53,51,9,10,2,0,0,4,0,0,9,0,2,4,0,14,53,1,2,591,98,38,11.740000247955322,3,0,879,21,124,N
schaege01,0,0,0,NULL,15,1918,1150,3784,497,972,117,48,9,308,201,1,333,0,13,175,0,0,2,0,0,3,2,0,54,0,0,6,0,2,N
schalra01,0,0,0,NULL,18,1929,1762,5306,579,1345,199,49,11,594,177,69,638,0,59,214,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
schanwa01,0,0,0,NULL,19,1931,1842,5307,769,1506,264,90,59,710,121,49,849,0,107,160,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
schilcu01,0,0,0,3,20,2007,571,773,39,117,13,1,0,29,1,1,25,0,0,102,8,216,569,20,22,9783,1253,3116,83.31999969482422,52,8,13284,81,1318,N
schmija01,0,0,0,1,14,2009,324,597,29,63,9,0,7,21,0,0,22,0,2,90,5,130,323,9,0,5989,878,1758,71.72000050544739,52,11,8532,1,958,N
schmimi01,3,10,0,10,18,1989,2404,8352,1506,2234,408,59,548,1595,174,92,1507,201,79,16,156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
schoere01,0,0,0,9,19,1963,2216,8479,1223,2449,427,78,84,773,89,27,606,15,21,97,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
schreos01,0,0,0,NULL,11,1908,895,3057,304,829,136,31,9,338,52,0,102,0,12,45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
schulfr01,1,0,0,NULL,15,1918,1806,6533,906,1766,288,124,92,792,233,17,545,0,56,279,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
schumha02,0,0,0,1,13,1946,450,896,100,181,23,4,15,102,0,0,32,0,4,28,18,158,391,27,7,7447,926,906,51.52000021934509,24,0,10571,38,1080,N
scottev01,0,0,0,NULL,13,1926,1654,5837,552,1455,208,58,20,551,69,60,243,0,18,275,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
scottge02,0,8,0,3,14,1979,2034,7433,957,1992,306,60,271,1051,69,57,699,85,53,22,277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
scottja01,0,0,0,NULL,12,1929,408,680,67,187,31,4,5,73,1,2,39,0,5,12,0,103,356,11,19,5444,776,657,59.97000062465668,43,1,7758,124,904,N
scottmi03,0,0,1,2,13,1991,348,653,33,81,14,0,2,45,2,1,27,0,0,59,9,124,347,22,3,6206,813,1469,58.49999952316284,33,19,8571,13,908,N
scottto01,0,0,0,NULL,11,1984,991,2803,331,699,111,28,17,253,125,69,186,27,16,17,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
seaveto01,0,0,3,8,20,1986,677,1315,99,202,28,5,12,86,4,0,108,0,4,121,22,311,656,61,1,14348,1521,3640,66.8100004196167,76,8,19369,6,1674,Y
seguida01,0,0,0,NULL,15,2004,1456,4847,683,1412,284,16,139,684,17,19,524,56,14,19,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
seguidi01,0,0,0,NULL,15,1977,640,384,26,58,5,1,4,24,0,0,14,0,1,22,6,92,639,7,71,5423,765,1298,60.28999972343445,18,10,7741,264,867,N
seleaa01,0,0,0,1,15,2007,404,58,5,9,2,0,0,1,0,0,3,0,0,12,2,148,404,9,0,6459,1102,1407,68.73000025749207,112,2,9534,15,1208,N
selkige01,0,0,0,2,9,1942,846,2790,503,810,131,41,108,576,49,32,486,0,23,23,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
selmadi01,0,0,0,NULL,10,1974,324,203,13,35,5,2,0,7,1,0,5,0,1,16,4,42,307,6,31,2520,338,681,62.80000114440918,27,2,3558,124,375,N
severha01,0,0,0,NULL,15,1926,1390,4312,408,1245,204,42,17,539,35,19,331,0,19,125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
seweljo01,0,0,0,NULL,14,1933,1903,7132,1141,2226,436,68,49,1055,74,72,842,0,80,275,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
sewellu01,0,0,0,0,20,1942,1630,5383,653,1393,272,56,20,696,65,44,486,0,27,145,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
